Pair	K562_Ctcf_E	K562_Dnase1_E	K562_H3k27ac_E	K562_H3k27me3_E	K562_H3k36me3_E	K562_H3k4me2_E	K562_H3k9ac_E	K562_H4k20me1_E	K562_Rad21_E	K562_Tbp_E	K562_Ctcf_P	K562_Dnase1_P	K562_H3k27ac_P	K562_H3k27me3_P	K562_H3k36me3_P	K562_H3k4me2_P	K562_H3k9ac_P	K562_H4k20me1_P	K562_Rad21_P	K562_Tbp_P	K562_Correlation	K562_Exp	Class
chr11_116932996_116945007-chr11_116640802_116647668	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	-0.345244	0.402858	1
chr11_116932996_116945007-chr11_116737744_116757175	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.216522	0.098966	1
chr11_116945007_116948154-chr11_116689767_116707939	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	-0.382281	0.000873	1
chr11_116945007_116948154-chr11_116737744_116757175	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.216522	0.098966	1
chr11_116948154_116954945-chr11_116737744_116757175	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.216522	0.098966	1
chr11_1743416_1745958-chr11_1774449_1789267	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0.3386	0.486423	1
chr11_1743416_1745958-chr11_2175866_2185892	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.422179	0.000633	1
chr11_1743416_1745958-chr11_2185892_2195481	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.495651	0	1
chr11_1754043_1756644-chr11_1879294_1891522	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.59698	0.004598	1
chr11_1789267_1792455-chr11_2185892_2195481	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0.282754	0	1
chr11_1838610_1841988-chr11_2185892_2195481	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.495651	0	1
chr11_2023181_2029382-chr11_1891695_1918488	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0.942326	0.004598	1
chr11_2023181_2029382-chr11_2155756_2164252	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0.46976	0.000633	1
chr11_2023181_2029382-chr11_2185892_2195481	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0.92504	0	1
chr11_2043691_2048045-chr11_2155756_2164252	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0.828014	0.000633	1
chr11_2043691_2048045-chr11_2185892_2195481	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0.454161	0	1
chr11_2052303_2089389-chr11_1774449_1789267	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0.0713968	0.486423	1
chr11_2052303_2089389-chr11_1891695_1918488	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0.94468	0.004598	1
chr11_2052303_2089389-chr11_2185892_2195481	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0.934805	0	1
chr11_2096361_2099392-chr11_2185892_2195481	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.495651	0	1
chr11_2124275_2133523-chr11_1891695_1918488	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0.370752	0.004598	1
chr11_2124275_2133523-chr11_2185892_2195481	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0.493237	0	1
chr11_2195481_2202010-chr11_1891695_1918488	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0.355714	0.004598	1
chr11_2272558_2285383-chr11_2185892_2195481	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0.44075	0	1
chr11_2297038_2309640-chr11_2185892_2195481	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.179812	0	1
chr11_4820112_4824892-chr11_5700314_5707362	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.504783	0.364169	1
chr11_4979189_4988077-chr11_4778081_4789138	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5.03133e-17	0	1
chr11_5020673_5032983-chr11_4778081_4789138	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	1
chr11_5020673_5032983-chr11_4900708_4903421	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.249275	0	1
chr11_5020673_5032983-chr11_5527719_5533869	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0.15958	1000	1
chr11_5020673_5032983-chr11_5700314_5707362	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.361739	0.364169	1
chr11_5020673_5032983-chr11_5721056_5732713	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0.0141	1
chr11_5083896_5087036-chr11_5525863_5527719	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.290397	1000	1
chr11_5137223_5140360-chr11_5250847_5268367	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1.9099e-16	2.76009	1
chr11_5137223_5140360-chr11_5714465_5718134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0141	1
chr11_5137223_5140360-chr11_5721056_5732713	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.11557e-16	0.0141	1
chr11_5181580_5190487-chr11_5533869_5541626	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.216978	0.003937	1
chr11_5181580_5190487-chr11_5714465_5718134	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77875e-17	0.0141	1
chr11_5217159_5218976-chr11_5146608_5154908	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0.477152	0	1
chr11_5217159_5218976-chr11_5321718_5325668	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.210302	0.979885	1
chr11_5217159_5218976-chr11_5700314_5707362	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.366442	0.364169	1
chr11_5281513_5288772-chr11_5146608_5154908	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0.564316	0	1
chr11_5281513_5288772-chr11_5243048_5250847	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0.640163	0.005055	1
chr11_5281513_5288772-chr11_5250847_5268367	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0.991059	2.76009	1
chr11_5281513_5288772-chr11_5505728_5514500	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0.425992	0.001093	1
chr11_5281513_5288772-chr11_5533869_5541626	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.265643	0.003937	1
chr11_5281513_5288772-chr11_5700314_5707362	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0.205429	0.364169	1
chr11_5281513_5288772-chr11_5714465_5718134	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.691e-16	0.0141	1
chr11_5281513_5288772-chr11_5721056_5732713	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.265643	0.0141	1
chr11_5305483_5307389-chr11_5146608_5154908	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0.918273	0	1
chr11_5305483_5307389-chr11_5243048_5250847	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0.961786	0.005055	1
chr11_5305483_5307389-chr11_5250847_5268367	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0.744765	2.76009	1
chr11_5307389_5310698-chr11_5146608_5154908	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0.98003	0	1
chr11_5307389_5310698-chr11_5243048_5250847	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0.916445	0.005055	1
chr11_5307389_5310698-chr11_5250847_5268367	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0.67737	2.76009	1
chr11_5319696_5321718-chr11_5146608_5154908	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0.098626	0	1
chr11_5356671_5357148-chr11_5363591_5368290	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.261949	0.978288	1
chr11_5357148_5363591-chr11_5146608_5154908	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0.0638975	0	1
chr11_5357148_5363591-chr11_5243048_5250847	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.161477	0.005055	1
chr11_5357148_5363591-chr11_5707362_5712027	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.257108	0.364169	1
chr11_5357148_5363591-chr11_5721056_5732713	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.17725	0.0141	1
chr11_5398331_5406514-chr11_5146608_5154908	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	-0.509166	0	1
chr11_5398331_5406514-chr11_5218976_5222789	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.03089e-17	0	1
chr11_5398331_5406514-chr11_5243048_5250847	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	-0.416884	0.005055	1
chr11_5398331_5406514-chr11_5250847_5268367	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0.0936939	2.76009	1
chr11_5398331_5406514-chr11_5707362_5712027	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.217156	0.364169	1
chr11_5425882_5426881-chr11_5421776_5424121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
chr11_5463864_5469052-chr11_5250847_5268367	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.4859	2.76009	1
chr11_5463864_5469052-chr11_5321718_5325668	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.979885	1
chr11_5482799_5488942-chr11_5714465_5718134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74517e-17	0.0141	1
chr11_5619995_5622488-chr11_5527719_5533869	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0.15958	1000	1
chr11_5619995_5622488-chr11_5700314_5707362	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.361739	0.364169	1
chr11_5619995_5622488-chr11_5707362_5712027	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.166655	0.364169	1
chr11_5619995_5622488-chr11_5721056_5732713	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0.0141	1
chr11_64197420_64206402-chr11_64356433_64395036	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0.644273	0.001149	1
chr11_64197420_64206402-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.459299	0.001149	1
chr11_64197420_64206402-chr11_64415880_64426617	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.217534	0.001149	1
chr11_64197420_64206402-chr11_64426650_64437729	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.134155	0.001149	1
chr11_64197420_64206402-chr11_64489786_64499245	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.18185	0.001149	1
chr11_64197420_64206402-chr11_64501239_64517861	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.24825	0.273416	1
chr11_64197420_64206402-chr11_64523887_64530985	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0.257332	0.012637	1
chr11_64226475_64233213-chr11_64322633_64349180	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0.38741	0.000707	1
chr11_64226475_64233213-chr11_64356433_64395036	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0.644273	0.001149	1
chr11_64226475_64233213-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.459299	0.001149	1
chr11_64226475_64233213-chr11_64415880_64426617	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.217534	0.001149	1
chr11_64226475_64233213-chr11_64426650_64437729	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.134155	0.001149	1
chr11_64226475_64233213-chr11_64489786_64499245	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.18185	0.001149	1
chr11_64226475_64233213-chr11_64501239_64517861	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.24825	0.273416	1
chr11_64226475_64233213-chr11_64544826_64559210	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.764796	1.15751	1
chr11_64233404_64254719-chr11_64415880_64426617	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0.420851	0.001149	1
chr11_64276938_64282570-chr11_64207610_64216678	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.161995	0.001117	1
chr11_64276938_64282570-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.459299	0.001149	1
chr11_64276938_64282570-chr11_64415880_64426617	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.217534	0.001149	1
chr11_64276938_64282570-chr11_64489786_64499245	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.18185	0.001149	1
chr11_64283665_64292231-chr11_64402707_64415880	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.690477	0.001149	1
chr11_64283665_64292231-chr11_64415880_64426617	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.328096	0.001149	1
chr11_64292231_64296082-chr11_64207610_64216678	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.161995	0.001117	1
chr11_64292231_64296082-chr11_64356433_64395036	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0.644273	0.001149	1
chr11_64292231_64296082-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.459299	0.001149	1
chr11_64292231_64296082-chr11_64415880_64426617	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.217534	0.001149	1
chr11_64292231_64296082-chr11_64426650_64437729	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.134155	0.001149	1
chr11_64292231_64296082-chr11_64501239_64517861	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.24825	0.273416	1
chr11_64292231_64296082-chr11_64530985_64535815	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0.300548	1.15751	1
chr11_64307888_64312302-chr11_64207610_64216678	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.161995	0.001117	1
chr11_64307888_64312302-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.459299	0.001149	1
chr11_64307888_64312302-chr11_64415880_64426617	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.217534	0.001149	1
chr11_64307888_64312302-chr11_64426650_64437729	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.134155	0.001149	1
chr11_64307888_64312302-chr11_64501239_64517861	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.24825	0.273416	1
chr11_64307888_64312302-chr11_64523887_64530985	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0.257332	0.012637	1
chr11_64312302_64322633-chr11_64207610_64216678	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0.734284	0.001117	1
chr11_64312302_64322633-chr11_64356433_64395036	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0.529455	0.001149	1
chr11_64312302_64322633-chr11_64402707_64415880	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0.856791	0.001149	1
chr11_64312302_64322633-chr11_64415880_64426617	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0.490106	0.001149	1
chr11_64312302_64322633-chr11_64426650_64437729	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0.576359	0.001149	1
chr11_64312302_64322633-chr11_64489786_64499245	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0.70279	0.001149	1
chr11_64312302_64322633-chr11_64501239_64517861	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0.471012	0.273416	1
chr11_64312302_64322633-chr11_64517861_64519906	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0.401301	0.012637	1
chr11_64312302_64322633-chr11_64523887_64530985	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	-0.242067	0.012637	1
chr11_64312302_64322633-chr11_64538326_64543055	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	-0.610514	1.15751	1
chr11_64312302_64322633-chr11_64642645_64655002	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0.031273	0.391323	1
chr11_64349180_64353532-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.459299	0.001149	1
chr11_64349180_64353532-chr11_64415880_64426617	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.217534	0.001149	1
chr11_64349180_64353532-chr11_64489786_64499245	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.18185	0.001149	1
chr11_64349180_64353532-chr11_64501239_64517861	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.24825	0.273416	1
chr11_64349180_64353532-chr11_64523887_64530985	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0.257332	0.012637	1
chr11_64460470_64464888-chr11_64207610_64216678	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.161995	0.001117	1
chr11_64464888_64468697-chr11_64207610_64216678	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.161995	0.001117	1
chr11_64468697_64476269-chr11_64207610_64216678	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.253597	0.001117	1
chr11_64468697_64476269-chr11_64402707_64415880	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.630479	0.001149	1
chr11_64468697_64476269-chr11_64415880_64426617	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0.299988	0.001149	1
chr11_64468697_64476269-chr11_64523887_64530985	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0.352123	0.012637	1
chr11_64631647_64642645-chr11_64523887_64530985	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0.422669	0.012637	1
chr11_64631647_64642645-chr11_64544826_64559210	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0.63155	1.15751	1
chr12_40402537_40410050-chr12_40497414_40501128	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	1	-0.507099	0.100675	1
chr13_113290064_113292841-chr13_113436687_113445412	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.145623	0.075698	1
chr13_113290064_113292841-chr13_113714650_113727902	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0.53072	0.000464	1
chr13_113290064_113292841-chr13_113744147_113753700	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0.603244	0.000464	1
chr13_113324265_113328031-chr13_113294757_113305233	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.540469	0	1
chr13_113324265_113328031-chr13_113503767_113513563	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.166422	0.075698	1
chr13_113368981_113369512-chr13_113348809_113360063	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0.268421	0.075698	1
chr13_113368981_113369512-chr13_113744147_113753700	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0.166665	0.000464	1
chr13_113374669_113379914-chr13_113348809_113360063	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0.816244	0.075698	1
chr13_113380317_113384276-chr13_113294757_113305233	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	-0.439725	0	1
chr13_113380317_113384276-chr13_113342742_113346444	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0.422283	0.075698	1
chr13_113380317_113384276-chr13_113348809_113360063	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0.424291	0.075698	1
chr13_113380317_113384276-chr13_113436687_113445412	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.15371	0.075698	1
chr13_113384276_113395090-chr13_113294757_113305233	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	-0.348227	0	1
chr13_113384276_113395090-chr13_113342742_113346444	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0.640003	0.075698	1
chr13_113384276_113395090-chr13_113348809_113360063	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0.923165	0.075698	1
chr13_113395090_113398062-chr13_113294757_113305233	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	-0.260374	0	1
chr13_113395090_113398062-chr13_113342742_113346444	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0.614703	0.075698	1
chr13_113395090_113398062-chr13_113348809_113360063	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0.886531	0.075698	1
chr13_113419488_113428631-chr13_113294757_113305233	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	-0.31786	0	1
chr13_113419488_113428631-chr13_113342742_113346444	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0.18243	0.075698	1
chr13_113419488_113428631-chr13_113348809_113360063	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0.268421	0.075698	1
chr13_113419488_113428631-chr13_113436687_113445412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.075698	1
chr13_113419488_113428631-chr13_113503767_113513563	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.075698	1
chr13_113419488_113428631-chr13_113744147_113753700	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0.166665	0.000464	1
chr13_113428631_113436687-chr13_113348809_113360063	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1.06763e-16	0.075698	1
chr13_113466485_113470083-chr13_113348809_113360063	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	-0.325358	0.075698	1
chr13_113522701_113523628-chr13_113342742_113346444	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	4.85388e-17	0.075698	1
chr13_113542822_113546320-chr13_113294757_113305233	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.329584	0	1
chr13_113564435_113567711-chr13_113348809_113360063	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	-0.325358	0.075698	1
chr13_113567711_113586862-chr13_113294757_113305233	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.909536	0	1
chr13_113567711_113586862-chr13_113678635_113686689	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.759785	0.000464	1
chr13_113567711_113586862-chr13_113744147_113753700	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.506644	0.000464	1
chr13_113586862_113599247-chr13_113678635_113686689	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.981745	0.000464	1
chr13_113599247_113615511-chr13_113348809_113360063	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	-0.325358	0.075698	1
chr13_113729977_113734803-chr13_113686689_113714650	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0.400183	0.000464	1
chr13_113768823_113776286-chr13_113342742_113346444	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	-0.357483	0.075698	1
chr15_43732797_43733210-chr15_43802874_43806906	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.348665	0.894693	1
chr15_43733210_43733538-chr15_43802874_43806906	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.348665	0.894693	1
chr15_43750262_43763629-chr15_43792489_43802874	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.30851	0.894693	1
chr15_43750262_43763629-chr15_43802874_43806906	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.384656	0.894693	1
chr15_43770018_43770785-chr15_43782117_43785993	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.26803	0.894693	1
chr15_43770018_43770785-chr15_43792489_43802874	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.388991	0.894693	1
chr15_43770018_43770785-chr15_43802874_43806906	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.448936	0.894693	1
chr15_43770785_43782117-chr15_43792489_43802874	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.0266753	0.894693	1
chr15_43825784_43834250-chr15_43792489_43802874	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.388991	0.894693	1
chr15_43825784_43834250-chr15_43807815_43812531	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	-0.112419	0.114538	1
chr15_43825784_43834250-chr15_44034348_44042259	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	-0.120271	1.80928	1
