Pair	Gm12878_Ctcf_E	Gm12878_Dnase1_E	Gm12878_H3k27ac_E	Gm12878_H3k27me3_E	Gm12878_H3k36me3_E	Gm12878_H3k4me2_E	Gm12878_H3k9ac_E	Gm12878_H4k20me1_E	Gm12878_Rad21_E	Gm12878_Tbp_E	Gm12878_Ctcf_P	Gm12878_Dnase1_P	Gm12878_H3k27ac_P	Gm12878_H3k27me3_P	Gm12878_H3k36me3_P	Gm12878_H3k4me2_P	Gm12878_H3k9ac_P	Gm12878_H4k20me1_P	Gm12878_Rad21_P	Gm12878_Tbp_P	Gm12878_Correlation	Gm12878_Exp	Class
chr7_115952361_115958737-chr7_116659879_116661783	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.959412	1.10533	0
chr7_116091595_116093970-chr7_116500954_116503335	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.256402	1.92469	0
chr7_116169811_116172201-chr7_116307511_116321259	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1.72451e-17	0.000219	0
chr7_116260488_116265093-chr7_116812680_116815356	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.10533	0
chr7_116265093_116268297-chr7_117114628_117119361	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.024322	0
chr7_116271502_116273187-chr7_115847372_115857098	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.840348	0.959202	0
chr7_116321671_116329052-chr7_116434729_116454408	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.235864	1.92469	0
chr7_116329052_116329363-chr7_116812680_116815356	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.10533	0
chr7_116366862_116367969-chr7_116659879_116661783	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.192126	1.10533	0
chr7_116506006_116511176-chr7_116728195_116740907	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.561239	1.10533	0
chr7_116512070_116513073-chr7_116604327_116608063	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9.46486e-17	0	0
chr7_116512070_116513073-chr7_116728195_116740907	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0.43315	1.10533	0
chr7_116535212_116536030-chr7_117100350_117112126	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88845e-17	0.024322	0
chr7_116536030_116538009-chr7_116604327_116608063	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88845e-17	0	0
chr7_116539519_116539621-chr7_116957165_116964911	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.166024	0.002526	0
chr7_116599334_116604327-chr7_117119361_117120895	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.165519	0.024322	0
chr7_116625476_116630972-chr7_116434729_116454408	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.66074	1.92469	0
chr7_116651024_116651084-chr7_116849860_116864942	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	-0.394869	1.10533	0
chr7_116664731_116666753-chr7_116500954_116503335	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.375768	1.92469	0
chr7_116677339_116680679-chr7_117511043_117514740	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.107071	0.002701	0
chr7_116692054_116693495-chr7_116754962_116765597	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	8.07756e-17	1.10533	0
chr7_116698389_116701885-chr7_116659879_116661783	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	8.85269e-17	1.10533	0
chr7_116701885_116703394-chr7_117100350_117112126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.024322	0
chr7_116704793_116709227-chr7_115929516_115931284	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.185027	0
chr7_116718723_116724481-chr7_117432820_117434816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4.79745e-17	0.002701	0
chr7_116748134_116754654-chr7_116957165_116964911	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0.323932	0.002526	0
chr7_116748134_116754654-chr7_117119361_117120895	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.257888	0.024322	0
chr7_116766876_116768235-chr7_116659879_116661783	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0.288178	1.10533	0
chr7_116789291_116789869-chr7_116659879_116661783	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.052624	1.10533	0
chr7_116791424_116793898-chr7_116604327_116608063	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76059e-17	0	0
chr7_116795440_116795983-chr7_117114628_117119361	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.024322	0
chr7_116795983_116798371-chr7_117511043_117514740	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.125853	0.002701	0
chr7_116799656_116808244-chr7_115847372_115857098	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.246702	0.959202	0
chr7_116799656_116808244-chr7_116651084_116657331	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.432051	1.10533	0
chr7_116799656_116808244-chr7_117065049_117068137	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66722e-16	0.000252	0
chr7_116819789_116820569-chr7_116754962_116765597	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0.0619083	1.10533	0
chr7_116843669_116848509-chr7_116651084_116657331	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.432051	1.10533	0
chr7_116848642_116849860-chr7_116812680_116815356	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.10533	0
chr7_116864942_116865303-chr7_116604327_116608063	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02072e-16	0	0
chr7_116864942_116865303-chr7_116812680_116815356	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.10533	0
chr7_116949919_116957096-chr7_116812680_116815356	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.16666	1.10533	0
chr7_116964911_116973650-chr7_117100350_117112126	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7983e-17	0.024322	0
chr7_116986567_116987793-chr7_116434729_116454408	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.291501	1.92469	0
chr7_117012421_117016366-chr7_117119361_117120895	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166651	0.024322	0
chr7_117024206_117025981-chr7_117114628_117119361	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.16656	0.024322	0
chr7_117039893_117042766-chr7_117119361_117120895	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.16666	0.024322	0
chr7_117062301_117062432-chr7_116434729_116454408	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2.79884e-17	1.92469	0
chr7_117075650_117075906-chr7_116728195_116740907	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0.133805	1.10533	0
chr7_117075906_117078457-chr7_116812680_116815356	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.129287	1.10533	0
chr7_117140990_117147755-chr7_117119361_117120895	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.16666	0.024322	0
chr7_117213190_117216968-chr7_117511043_117514740	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1.46744e-16	0.002701	0
chr7_117228556_117233275-chr7_116812680_116815356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.16187e-16	1.10533	0
chr7_117264573_117270165-chr7_116849860_116864942	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.205303	1.10533	0
chr7_117264573_117270165-chr7_117119361_117120895	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.024322	0
chr7_117270436_117273185-chr7_117065049_117068137	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32428e-16	0.000252	0
chr7_117341506_117356953-chr7_117119361_117120895	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.183871	0.024322	0
chr7_117387122_117390750-chr7_117119361_117120895	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166508	0.024322	0
chr7_117457748_117458937-chr7_116849860_116864942	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.205303	1.10533	0
chr7_117586475_117595620-chr7_117119361_117120895	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.024322	0
chr7_126189146_126195230-chr7_127009457_127018926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.14584e-16	0.315813	0
chr7_126706817_126708377-chr7_127221502_127225864	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	-0.317998	0.116795	0
chr7_126789149_126794199-chr7_126890676_126899918	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1.10674e-16	0.057898	0
chr7_127143208_127145046-chr7_127225864_127233104	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0.293517	1.43255	0
chr7_127216013_127221502-chr7_126890676_126899918	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.480629	0.057898	0
chr7_27112788_27121230-chr7_27216170_27221403	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	5.71522e-17	9.8e-05	0
chr7_27201208_27202386-chr7_27143270_27156413	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0.195189	0.002513	0
chr7_89807458_89807701-chr7_90022908_90033390	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1.17932e-16	0.638297	0
chr7_89807701_89808756-chr7_89842559_89845026	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.07762e-16	0.289072	0
chr7_89807701_89808756-chr7_90090267_90099529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.638297	0
chr7_89808756_89814100-chr7_89975562_89981754	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1.81752e-16	0.417054	0
chr7_89850085_89855163-chr7_89936290_89942132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8.57281e-17	0.001399	0
chr7_89889295_89894614-chr7_89936290_89942132	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.99965	0.001399	0
chr7_89924399_89928454-chr7_89842559_89845026	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.16666	0.289072	0
chr7_89947551_89948911-chr7_90022908_90033390	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.318093	0.638297	0
chr7_90274332_90275484-chr7_89983099_89985338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9.52639e-18	0.417054	0
chr7_90380228_90386263-chr7_89975562_89981754	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.38432	0.417054	0
chr7_90380228_90386263-chr7_90022908_90033390	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.318093	0.638297	0
chr7_90386263_90387270-chr7_90022908_90033390	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1.17932e-16	0.638297	0
chr7_90559843_90561495-chr7_89842559_89845026	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.215437	0.289072	0
chr7_90575847_90578106-chr7_90892027_90896295	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	3.26803e-17	0.005071	0
chr7_90608459_90609586-chr7_90337078_90341001	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1.64161e-17	0.497307	0
chr7_90681286_90685539-chr7_90892027_90896295	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	3.26803e-17	0.005071	0
chr7_90721771_90725823-chr7_90892027_90896295	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	3.26803e-17	0.005071	0
chr7_90767302_90772002-chr7_89983099_89985338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9.52639e-18	0.417054	0
chr8_118997896_119004858-chr8_119119523_119124860	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.33783	0.129808	0
chr9_131810892_131811158-chr9_131868698_131877516	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.27891	1.17485	0
chr9_131933843_131934313-chr9_131868698_131877516	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.27891	1.17485	0
chr9_132023987_132028948-chr9_131842719_131845575	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1.30374e-16	0.166613	0
chr9_132054291_132073259-chr9_131850535_131868698	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.215127	0.00702	0
chr9_132054291_132073259-chr9_131868698_131877516	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.27891	1.17485	0
chrX_122997722_122998960-chrX_123092930_123094743	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0.403624	1.62462	0
chrX_123128685_123129007-chrX_123092930_123094743	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-5.16417e-17	1.62462	0
chrX_123217170_123225472-chrX_123096825_123103985	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.315441	1.62462	0
chrX_123217170_123225472-chrX_123225472_123228574	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.62462	0
chrX_153230807_153233727-chrX_153284529_153289470	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0.465199	0.319728	0
chrX_153230807_153233727-chrX_153586280_153597086	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0.963655	0.735367	0
chrX_153315090_153322932-chrX_153574513_153584637	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0.478823	0.735367	0
chrX_153323783_153330384-chrX_153307734_153315090	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.30513	0
chrX_153332324_153348234-chrX_153187063_153190397	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	-0.497828	0.191089	0
chrX_153332324_153348234-chrX_154002691_154005706	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.323575	1.47812	0
chrX_153377056_153386146-chrX_153240638_153254508	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.269887	0.054144	0
chrX_153935896_153940106-chrX_153190397_153198557	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	6.8537e-17	0.319225	0
chrX_153935896_153940106-chrX_153586280_153597086	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	8.17123e-17	0.735367	0
chrX_153940106_153944911-chrX_153994716_154000894	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.203788	1.47812	0
chrX_153944949_153946655-chrX_153187063_153190397	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0.408961	0.191089	0
chrX_153944949_153946655-chrX_153190397_153198557	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0.468462	0.319225	0
chrX_153944949_153946655-chrX_153305326_153305805	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.30513	0
chrX_153944949_153946655-chrX_153322932_153323783	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.30513	0
chrX_153944949_153946655-chrX_154002691_154005706	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.47812	0
chrX_153944949_153946655-chrX_154276803_154282287	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	3.96502	0
chrX_153947011_153948126-chrX_153586280_153597086	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.308656	0.735367	0
chrX_153947011_153948126-chrX_153989469_153994716	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.168085	1.47812	0
chrX_153947011_153948126-chrX_154000894_154002691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.47812	0
chrX_153948126_153954192-chrX_153574513_153584637	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0.247424	0.735367	0
chrX_153986443_153988197-chrX_153648319_153649200	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6.37058e-17	0.186181	0
chrX_153986443_153988197-chrX_153701576_153715648	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2.8421e-17	0.303373	0
chrX_154005706_154007450-chrX_153635385_153648319	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.320084	0.186181	0
chrX_154053104_154056925-chrX_154002691_154005706	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.233272	1.47812	0
chrX_154214919_154216587-chrX_153989469_153994716	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	-0.576936	1.47812	0
chrX_154214919_154216587-chrX_154298909_154305587	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0.402782	0.792194	0
chrX_154283895_154287144-chrX_154293782_154294484	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.94812e-17	0.369668	0
chrX_154322680_154327079-chrX_154293782_154294484	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.24891e-16	0.369668	0
chr11_116833336_116844131-chr11_116653885_116657531	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	9.51132e-17	0.624125	1
chr11_116895654_116904928-chr11_116737744_116757175	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	-0.397278	0.139811	1
chr11_116908236_116911138-chr11_116737744_116757175	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	7.88864e-17	0.139811	1
chr11_116923482_116930119-chr11_116653885_116657531	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.49944	0.624125	1
chr11_116923482_116930119-chr11_116737744_116757175	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.268047	0.139811	1
chr11_116932996_116945007-chr11_116737744_116757175	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	-0.353721	0.139811	1
chr11_116945007_116948154-chr11_116653885_116657531	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.64671	0.624125	1
chr11_116945007_116948154-chr11_116737744_116757175	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	-0.356549	0.139811	1
chr11_116948154_116954945-chr11_116640802_116647668	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.505221	0.374617	1
chr11_116948154_116954945-chr11_116737744_116757175	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	-0.356549	0.139811	1
chr11_1789267_1792455-chr11_2185892_2195481	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.105956	0	1
chr11_2052303_2089389-chr11_2155756_2164252	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0.295746	0.0003	1
chr11_2052303_2089389-chr11_2185892_2195481	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.955929	0	1
chr11_2195481_2202010-chr11_1891695_1918488	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0.422243	2.43623	1
chr11_5398331_5406514-chr11_5700314_5707362	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.339826	0.969056	1
chr11_5619995_5622488-chr11_5700314_5707362	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.406248	0.969056	1
chr11_5619995_5622488-chr11_5707362_5712027	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	-0.392419	8.08091	1
chr11_5619995_5622488-chr11_5714465_5718134	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	-0.524104	8.08091	1
chr11_5619995_5622488-chr11_5721056_5732713	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.32038	8.08091	1
chr11_5628727_5635517-chr11_5714465_5718134	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.269263	8.08091	1
chr11_5628727_5635517-chr11_5721056_5732713	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.164598	8.08091	1
chr11_5671653_5683012-chr11_5714465_5718134	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.39388	8.08091	1
chr11_64197420_64206402-chr11_64489786_64499245	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	1.71926e-17	0.017122	1
chr11_64197420_64206402-chr11_64501239_64517861	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-3.40308e-17	0.086326	1
chr11_64292231_64296082-chr11_64402707_64415880	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.500088	0.017122	1
chr11_64292231_64296082-chr11_64489786_64499245	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.0119492	0.017122	1
chr11_64292231_64296082-chr11_64523887_64530985	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.18293	0.003417	1
chr11_64631647_64642645-chr11_64544826_64559210	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0.704337	1.35285	1
chr12_40402537_40410050-chr12_40703633_40711447	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.883859	0.5583	1
chr12_40525880_40532672-chr12_40703633_40711447	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3.74704e-17	0.5583	1
chr12_40545640_40549031-chr12_40703633_40711447	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.71932	0.5583	1
chr13_113368981_113369512-chr13_113348809_113360063	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.158356	0.07904	1
chr13_113384276_113395090-chr13_113436687_113445412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.07904	1
chr13_113419488_113428631-chr13_113294757_113305233	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0.221355	0	1
chr13_113419488_113428631-chr13_113342742_113346444	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.873376	0.07904	1
chr13_113419488_113428631-chr13_113348809_113360063	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0.847709	0.07904	1
chr13_113466485_113470083-chr13_113294757_113305233	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.268955	0	1
chr13_113466485_113470083-chr13_113348809_113360063	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.11185	0.07904	1
chr13_113496478_113497139-chr13_113294757_113305233	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.268955	0	1
chr13_113496478_113497139-chr13_113348809_113360063	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.11185	0.07904	1
chr13_113513563_113514307-chr13_113294757_113305233	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.0426514	0	1
chr13_113521207_113522701-chr13_113294757_113305233	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.268955	0	1
chr13_113522701_113523628-chr13_113294757_113305233	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.268955	0	1
chr13_113522701_113523628-chr13_113342742_113346444	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.221514	0.07904	1
chr13_113522701_113523628-chr13_113348809_113360063	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.11185	0.07904	1
chr13_113542822_113546320-chr13_113294757_113305233	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.0842716	0	1
chr13_113542822_113546320-chr13_113342742_113346444	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.0152737	0.07904	1
chr13_113542822_113546320-chr13_113348809_113360063	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.225002	0.07904	1
chr13_113542822_113546320-chr13_113631771_113637197	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.943081	0.002197	1
chr13_113561249_113564435-chr13_113294757_113305233	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.0483181	0	1
chr13_113561249_113564435-chr13_113348809_113360063	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.169917	0.07904	1
chr13_113567711_113586862-chr13_113294757_113305233	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.209635	0	1
chr13_113615511_113618557-chr13_113294757_113305233	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	8.71736e-17	0	1
chr13_113615511_113618557-chr13_113348809_113360063	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	2.36897e-17	0.07904	1
chr13_113615511_113618557-chr13_113678635_113686689	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5.39471e-17	0.002197	1
chr14_54356809_54358584-chr14_54073091_54081335	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0.512279	0	1
